Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,
WASP-2 b,WASP-2,0,,,291.76794,0.0054,,,,,0.85,,,
XO-1 b,XO-1,0,0.04928,13.518,291.76794,,,1196,,,,-0.066,,
WASP-1 b,WASP-1,0,,16.97,292,0,,,6110,,,,,
TrES-4 b,TrES-4,0,0.05091,20.165,292.073,0,,,6184,2.01,1.18,0.726,3.9,
HD 86226 b,HD 86226,0,2.84,,292.39,0.15,,,5903,1.02,1.06,0.025,4.36,
WASP-41 b,WASP-41,0,0.0402,13.451,292.391,0,,,5450,0.9,0.93,,,
XO-1 b,XO-1,0,0.049,13.563,292.391,0,,,5750,0.94,1.03,,,
HAT-P-33 b,HAT-P-33,0,,20.737,292.4036,0,,,6446,1.79,1.82,,4.15,
HATS-32 b,HATS-32,0,0.04024,14,292.4036,0.471,,1437,5700,1.1,1.1,0.057,4.4,
HD 102956 b,HD 102956,0,0.08,,292.4036,0.05,,,4994,4.41,1.59,,3.35,
TrES-4 b,TrES-4,0,0.05092,19.627,292.4036,,,1785,6200,1.82,1.39,0.642,4.06,
WASP-76 b,WASP-76,0,0.033,20.512,292.4036,0,,2160,6250,1.73,1.46,,4.13,
HATS-55 b,HATS-55,0,0.05412,14.022,292.72143,0.092,,1367,6214,1.13,1.2,0.229,4.41,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,1.521,,293,,,,,,0.23,,,
WASP-98 b,WASP-98,0,0.03762,12.823,293.03926,,,1171,5473,0.74,0.81,,4.61,
XO-1 b,XO-1,0,0.04944,13.518,293.67492,,,1210,5750,0.94,1.04,,4.51,
WASP-2 b,WASP-2,0,0.0314,12.005,293.99275,0.013,,,5200,0.84,0.89,,,
Kepler-412 b,Kepler-412,0,0.02961,14.852,294.62841,0.076,,,5750,1.29,1.17,,,
WASP-28 b,WASP-28,0,0.04464,14.011,294.62841,,,,,1.08,,,4.38,
HD 10647 b,HD 10647,0,2.03,,295.57,0.16,,,6105,,1.1,,4.34,
HD 113538 c,HD 113538,0,2.44,,295.57,0.2,,,4462,0.53,0.58,,3.79,
K2-140 b,K2-140,0,0.068,13.563,295.58042,0,204,962,5585,1.06,0.96,,4.4,
NGTS-8 b,NGTS-8,0,0.035,12.218,295.5819,0.01,503,1345,5241,0.98,0.89,,4.41,
WASP-2 b,WASP-2,0,0.03144,12.117,295.89973,,492,1311,5180,0.87,0.9,-0.313,4.51,
HD 1605 b,HD 1605,0,1.492,,296.85322,0.095,,,4915,3.49,1.33,0.81,,
HD 134987 c,HD 134987,0,6.62,,297.16956,0.154,,,5700.78,1.29,1.09,,4.25,
KELT-23 A b,KELT-23 A,0,0.03302,14.83,298.12454,0,991.18,1561,5899,1,0.94,0.034,4.42,
Kepler-412 b,Kepler-412,0,0.02959,14.852,298.43,0.0038,,,5750,1.29,1.17,,4.3,
HD 10647 b,HD 10647,0,2.015,,298.75,0.15,,,6218,1.1,1.11,0.149,4.62,
HD 185269 b,HD 185269,0,0.077,,298.75,0.3,,,5980,1.88,1.28,,3.94,
WASP-41 b,WASP-41,0,0.04,13.227,298.7602,0.026,,1244,5545,0.87,0.93,,4.53,
HATS-34 b,HATS-34,0,0.03166,16.029,299.07803,0.108,,1445,5380,0.98,0.95,-0.14,4.43,
Kepler-412 b,Kepler-412,0,0.02897,15.031,299.07803,,,1850,5750,1.29,1.17,,4.3,
WASP-41 b,WASP-41,0,0.04022,13.451,299.07803,0.12,,,5450,0.9,0.93,,,
Kepler-11 g,Kepler-11,0,0.462,3.66,300,0,,,5680,1.1,0.95,,4.3,
WASP-74 b,WASP-74,0,0.03705,17.486,300.03152,0.03,,,5990,1.64,1.48,,,
HD 154345 b,HD 154345,0,4.19,,300.972,0.044,,,,,0.88,,,
Kepler-68 d,Kepler-68,0,1.4,,300.972,0.18,,,5793,1.24,1.08,0.194,4.28,
WASP-1 b,WASP-1,0,0.03958,16.97,301.30284,0.013,,,6110,1.52,1.3,,,
HD 25171 b,HD 25171,0,3.02,,301.926,0.08,,,6160,1.18,1.09,0.276,4.43,
HD 114729 b,HD 114729,0,2.11,,301.93,0.167,,,5821,,1,,4.14,
HD 179949 b,HD 179949,0,0.045,,301.93,0.022,,,,,,,,
WASP-68 b,WASP-68,0,0.06206,13.9,301.93,0,,1490,5911,1.69,1.24,0.505,4.09,
KELT-12 b,KELT-12,0,0.06708,19.952,301.9385,0,1749,1800,6279,2.37,1.59,0.892,3.89,
TOI-892 b,TOI-892,0,0.092,11.994,301.9385,0.125,,1397,6261,1.39,1.28,0.431,4.26,
WASP-74 b,WASP-74,0,0.037,17.486,301.9385,0,,1910,5970,1.64,1.48,,4.18,
WASP-68 b,WASP-68,0,0.06219,13.899,304.16331,0.023,,,5910,1.69,1.24,,,
HD 102956 b,HD 102956,0,0.081,,305.1,0.048,,,5054,4.4,1.68,1.064,3.5,
HATS-63 b,HATS-63,0,0.04026,13.529,305.1168,0.136,634.1,1398,5627,1.07,0.93,0.012,4.35,
HATS-64 b,HATS-64,0,0.06562,18.82,305.1168,0.151,1711,1793,6554,2.11,1.56,0.867,3.98,
HD 102956 b,HD 102956,0,0.0807,,305.1168,0.037,,,4985,4.55,1.66,,3.38,
HIP 5158 b,HIP 5158,0,0.89,,305.1168,0.52,,,4813,0.75,0.43,,4.32,
WASP-7 b,WASP-7,0,0.0617,14.908,305.1168,,,1487,6400,1.43,1.28,,4.23,
WASP-7 b,WASP-7,0,,,305.1168,0,,,6520,,1.28,,,
WASP-7 b,WASP-7,0,0.0619,15.278,305.1168,,,1502,6400,1.47,1.28,,4.21,
WASP-7 b,WASP-7,0,0.0618,10.256,305.1168,0,,1379,6400,1.24,1.28,,4.36,
WASP-45 b,WASP-45,0,0.03963,10.604,306.38812,,294,1153,5150,0.85,0.85,-0.336,4.5,
HD 179949 b,HD 179949,0,0.04439,,307.34007,0.016,,,6176.2,1.27,1.22,,4.32,
HD 99283 b,HD 99283,0,1.08,,308.29355,0.2,,,4886,11.21,1.76,1.81,2.57,
K2-99 b,K2-99,0,0.159,14.46,308.2951,0.19,,,5990,3.1,1.6,,3.67,
Kepler-539 b,Kepler-539,0,0.4988,8.373,308.2951,0.39,,388,5820,0.95,1.05,,4.5,
WASP-58 b,WASP-58,0,,16.029,308.2951,0,,,5800,1.22,1.06,,4.27,
TOI-1130 c,TOI-1130,0,0.07098,16.814,309.56642,0.047,,637,4250,0.69,0.68,-0.854,4.6,
HD 148427 b,HD 148427,0,0.93,,310,0.16,,,5052,3.22,1.45,0.78,3.59,
HD 1605 b,HD 1605,0,1.48,,310,0.078,,,4757,3.8,1.31,0.82,3.4,
WASP-41 b,WASP-41,0,0.041,13.204,310.51991,,,1242,5546,0.89,0.99,,4.54,
TOI-2202 b,TOI-2202,0,0.09564,11.321,310.83618,0.042,,,5144,0.79,0.82,-0.401,4.55,
HD 45350 b,HD 45350,0,1.77,,311.46,0.78,,,5616,,1.02,,4.32,
WASP-48 b,WASP-48,0,0.03444,18.719,311.46,0,,,5920,1.75,1.19,,,
HAT-P-5 b,HAT-P-5,0,,13.563,311.4734,0,,,5960,1.12,1.04,,4.37,
HD 285507 b,HD 285507,0,0.06,,311.4734,0.09,,,4503,0.69,0.82,,4.67,
WASP-1 b,WASP-1,0,0.0392,16.735,311.4734,,,1830,6213,1.47,1.26,,4.21,
WASP-185 b,WASP-185,0,0.0904,14.011,311.4734,0.24,,1160,5900,1.5,1.12,,4.13,
WASP-7 b,WASP-7,0,0.0624,15.401,311.4734,,,1530,6520,1.48,1.32,,4.22,
Kepler-44 b,Kepler-44,0,0.0446,12.218,311.79123,0.07,,,5800,1.35,1.12,,,
WASP-48 b,WASP-48,0,0.0344,18.719,312.74472,0,,2035,5920,,,,4.03,
HD 108874 c,HD 108874,0,2.659,,314.64,0.239,,,5551,,0.95,,,
HD 155358 b,HD 155358,0,0.63,,314.6517,0.17,,,5905,1.38,1.15,,4.22,
TOI-1601 b,TOI-1601,0,0.06864,13.888,314.6517,0.036,,1619,5948,2.19,1.52,0.732,3.94,
WASP-175 b,WASP-175,0,0.04403,13.54,314.6517,0,,1571,6229,1.2,1.21,,4.36,
HD 154345 b,HD 154345,0,4.3,,317.8,0.26,,,5455,0.87,0.95,-0.219,4.54,
Kepler-44 b,Kepler-44,0,0.0446,12.22,317.82,0.066,,1544,5800,1.35,1.12,,4.22,
GJ 849 b,GJ 849,0,2.35,,317.83,0.04,,,3241,0.53,0.65,,4.8,
HD 114783 b,HD 114783,0,1.2,,317.83,0.1,,,,,0.92,,,
HD 219415 b,HD 219415,0,3.2,,317.83,0.4,,,4820,2.9,1,0.62,3.51,
HD 75784 b,HD 75784,0,1.032,,317.83,0.097,,,4867,3.4,1.26,,3.46,
TOI-251 b,TOI-251,0,0.05741,2.74,317.83,0,,,5875,0.88,1.04,-0.08,4.56,
WASP-129 b,WASP-129,0,0.0628,10.424,317.83,0.096,,1100,5900,0.9,1,,4.53,
WASP-190 b,WASP-190,0,0.0663,12.89,317.83,0,,1500,6400,1.6,1.35,,4.17,
WASP-45 b,WASP-45,0,0.0405,11.119,318.46566,,,1170,5100,0.92,0.9,,4.47,
WASP-45 b,WASP-45,0,0.04054,13.002,318.78349,0.043,,,5100,0.94,0.91,,,
WASP-45 b,WASP-45,0,0.04054,13.002,320.041,0,,,5140,0.94,0.91,,,
HD 108874 c,HD 108874,0,2.658,,320.359,0.252,,,,,0.99,,,
HD 37124 c,HD 37124,0,2.95,,320.99,0.4,,,,,0.91,,,
OGLE-TR-132 b,OGLE-TR-132,0,0.0306,12.89,320.99,,,,6411,1.41,1.34,,4.86,
OGLE-TR-182 b,OGLE-TR-182,0,0.051,12.666,320.995,0,,,5924,1.14,1.14,,,
HD 185269 b,HD 185269,0,0.077,,321.0083,0.229,,,5923,2,1.3,,3.92,
HD 73534 b,HD 73534,0,2.95,,321.0083,0,,,4917,2.58,1.16,0.54,,
Kepler-643 b,Kepler-643,0,0.126,12.778,321.0083,0.37,,,,2.69,1.15,,,
HD 202772 A b,HD 202772 A,0,0.05208,17.318,323.23311,0.038,3440,2132,6272,2.59,1.72,0.971,3.85,
HD 108874 c,HD 108874,0,2.68,,323.537,0.25,,,,,0.99,,,
K2-140 b,K2-140,0,0.0591,12.274,323.86877,0.12,188.5,1114,5654,0.99,1,-0.049,4.45,
Kepler-44 b,Kepler-44,0,0.0455,13.9,324.17,0.021,,1603,5757,1.52,1.19,,4.15,
WASP-26 b,WASP-26,0,0.04,14.796,324.18498,0,,1660,5950,1.34,1.12,,4.3,
HAT-P-5 b,HAT-P-5,0,0.04073,14.056,324.1866,0.072,,,5960,1.17,1.16,,,
HD 130322 b,HD 130322,0,0.088,,324.1866,0.044,,720,5330,,0.79,,,
HD 5319 c,HD 5319,0,1.94,,324.1866,0.109,,,4871,4.06,1.27,0.92,,
HD 73534 b,HD 73534,0,,,324.1866,0.022,,,,,1.17,,,
HD 88133 b,HD 88133,0,0.04691,,324.1866,0.05,,,5438,1.94,1.18,,3.94,
WASP-26 b,WASP-26,0,0.03966,13.63,324.1866,,,1650,6015,1.28,1.09,,4.26,
gam Lib b,gam Lib,0,1.24,,324.1866,0.21,,,4822,11.1,1.47,1.85,2.47,
Kepler-87 b,Kepler-87,0,0.481,13.49,324.2,0.036,,478,5600,1.82,1.1,,3.96,
WASP-26 b,WASP-26,0,0.03985,14.359,326.715,0,,,5939,1.3,1.11,,,
CoRoT-1 b,CoRoT-1,0,,16.7,327.35,0,,1898,5950,1.11,0.95,,4.25,
HD 142 b,HD 142,0,1,,327.35,0.37,,,6025,,1.15,,,
HD 185269 b,HD 185269,0,0.077,,327.35,0.225,,,5983,,1.33,,4.05,
HD 60532 b,HD 60532,0,0.759,,327.35,0.28,,,6095,,1.44,,3.83,
Kepler-424 b,Kepler-424,0,0.044,9.98,327.35,,,,5460,0.94,1.01,-0.15,4.5,
OGLE-TR-211 b,OGLE-TR-211,0,0.051,15.244,327.351,0,,,6325,1.64,1.33,,,
CoRoT-1 b,CoRoT-1,0,0.02536,17.385,327.3649,,,1915,5950,1.13,0.95,,4.31,
HATS-58 A b,HATS-58 A,0,0.05798,12.274,327.3649,0.168,,1721,7175,1.43,1.46,0.689,4.29,
HD 100777 b,HD 100777,0,1.03,,327.3649,0.36,,,5533,1.04,0.83,,4.32,
Kepler-44 b,Kepler-44,0,0.0457,13.451,327.3649,,,1568,5757,1.46,1.21,,4.19,
WASP-48 b,WASP-48,0,0.03449,18.719,327.68273,0.014,,,6000,1.75,1.19,,,
HD 114783 b,HD 114783,0,1.164,,328.31674,0.126,,,5126.74,0.84,0.87,,4.53,
HD 114783 b,HD 114783,0,1.169,,328.6,0.085,,,5084,0.84,0.85,-0.372,4.52,
WASP-26 b,WASP-26,0,0.03997,14.796,329.90754,0.0039,,,5950,1.34,1.12,,,
HD 130322 b,HD 130322,0,0.0896,,330.53,0.011,,,5308,,0.84,,,
BD+14 4559 b,BD+14 4559,0,0.78,,330.5432,0.29,,,4864,0.86,0.49,,4.26,
WASP-45 b,WASP-45,0,,12.778,330.5432,0,,,5140,0.96,0.95,,4.45,
HAT-P-42 b,HAT-P-42,0,0.0575,14.348,331.801,0,,1428,5743,1.53,1.18,0.356,4.14,
XO-5 b,XO-5,0,0.04872,,331.81452,0,,,5470,1.08,0.88,-0.06,,
rho CrB b,rho CrB,1,0.2196,,332.1,0.0373,34.7,614,5627,1.36,0.89,0.232,4.12,
XO-5 b,XO-5,0,0.04874,12.431,332.45018,0.021,,,5370,1.08,0.88,,,
HD 216536 b,HD 216536,0,0.61,,333.7215,0.38,,,4639,9.83,0.81,,2.36,
HD 52265 b,HD 52265,0,0.5,,334,0.35,,405,6060,1.1,1.18,0.297,4.29,
XO-5 b,XO-5,0,,,334.03933,0.013,,,,,0.88,,,
HD 5319 c,HD 5319,0,1.93,,334.67499,0.183,,,4871,4.06,1.27,,3.26,
HAT-P-35 b,HAT-P-35,0,0.0498,14.93,334.979,0.025,,1581,6096,1.44,1.24,0.407,,
HAT-P-35 b,HAT-P-35,0,0.04978,14.93,335.62848,0.02,,,6096,1.44,1.24,,,
HAT-P-6 b,HAT-P-6,0,0.05235,14.908,335.932,0,,,6570,1.46,1.29,0.553,4.22,
HAT-P-61 b,HAT-P-61,0,0.0301,10.077,335.94463,0.113,849.5,1505,5587,0.94,1,-0.115,4.5,
rho CrB b,rho CrB,1,0.2213,,335.94463,0.0355,,,5770.31,1.36,0.91,,4.13,
XO-5 b,XO-5,0,0.0488,12.431,336.568,,,,5370,1.08,0.88,-0.056,,
HAT-P-6 b,HAT-P-6,0,0.05237,14.908,336.58197,,,1675,6570,1.46,1.29,0.555,,
HAT-P-5 b,HAT-P-5,0,0.04075,14.12,336.89,0,,,5960,1.17,1.16,0.187,4.37,
HD 220689 b,HD 220689,0,3.36,,336.89,0.16,,,5921,1.07,1.04,0.093,4.32,
HAT-P-5 b,HAT-P-5,0,0.04071,14.056,336.8998,,,1539,5960,,,0.188,,
HD 60532 b,HD 60532,0,0.77,,336.8998,0.26,,,6245,2.57,1.5,,3.8,
OGLE-TR-182 b,OGLE-TR-182,0,0.05205,16.477,336.8998,,,1550,5924,1.53,1.19,,4.14,
WASP-24 b,WASP-24,0,0.03607,14.572,336.8998,0.0046,,,6080,1.33,1.15,,,
BD+15 2375 b,BD+15 2375,0,0.576,,337.21763,0.001,,,4649,8.95,1.08,1.57,2.61,
HAT-P-6 b,HAT-P-6,0,0.05244,15.637,337.85329,,,1704,6570,1.52,1.29,,4.19,
HD 108874 c,HD 108874,0,2.77,,338.2,0.273,,,5533,1.09,0.97,-0.001,4.35,
HIP 91258 b,HIP 91258,0,0.057,,339.428,0.024,,,5519,1,0.95,-0.222,4.53,
HATS-14 b,HATS-14,0,0.03815,11.646,339.76027,0.11,,,5346,0.93,0.97,,,
WASP-19 b,WASP-19,0,0.01634,15.603,339.76027,0.002,,2520,5568,1,0.9,,4.45,
WASP-75 b,WASP-75,0,0.0375,14.235,340.06,0,,1710,6100,1.26,1.14,,4.29,
CoRoT-1 b,CoRoT-1,0,0.0259,15.917,340.0781,0.071,,1834,5950,,,,4.25,
HATS-14 b,HATS-14,0,,11.657,340.0781,,,,5408,0.93,0.97,,,
OGLE-TR-182 b,OGLE-TR-182,0,0.05205,16.477,340.0781,0.27,,,5924,1.53,1.19,,,
HATS-3 b,HATS-3,0,0.0485,15.48,340.382,0,,1648,6351,1.4,1.21,0.456,4.22,
WASP-24 b,WASP-24,0,0.03651,14.571,340.382,0,,,6075,1.33,1.18,,,
HATS-14 b,HATS-14,0,0.03815,11.646,340.39593,0.142,,1276,5346,0.93,0.97,,4.48,
HATS-3 b,HATS-3,0,0.0485,15.48,340.39593,0,,,6351,1.4,1.21,,,
WASP-47 b,WASP-47,0,,12.77,341,,,,5576,1.15,1.04,,4.34,
WASP-75 b,WASP-75,0,0.03751,14.235,341.03159,0.056,,,6100,1.26,1.14,,,
Kepler-424 b,Kepler-424,0,0.04365,9.976,341.98508,0.076,,,5460,0.94,1.01,,,
GJ 849 c,GJ 849,0,4.974,,342.93685,0.099,,,3562.68,0.47,0.5,,4.79,
HD 231701 b,HD 231701,0,0.53,,343.24,0.1,,,6208,1.35,1.14,0.4,4.33,
HD 75784 b,HD 75784,0,1.033,,343.2564,0.142,,,4867,3.4,1.26,0.77,,
OGLE-TR-113 b,OGLE-TR-113,0,0.02299,12.218,343.2564,0,,,4800,0.78,0.79,,4.5,
WASP-68 b,WASP-68,0,,14.796,343.2564,0,,,5910,1.79,1.49,,4.17,
Kepler-97 c,Kepler-97,0,,,344,,,,5779,0.98,0.94,,4.43,
WASP-7 b,WASP-7,0,0.06188,15.278,344.20989,0.049,,,6400,1.47,1.28,,,
WASP-171 b,WASP-171,0,0.0504,10.985,344.52772,0,,1642,5965,1.64,1.17,,4.08,
XO-5 b,XO-5,0,0.0494,12.207,344.52772,,,1203,5370,1.06,0.91,,4.34,
HD 52265 b,HD 52265,0,0.504,,346,0.325,,,6076,,1.2,,4.26,
Qatar-1 b,Qatar-1,0,0.02343,13.047,346.42,0,,,4861,0.82,0.85,,,
HD 130322 b,HD 130322,0,0.09,,346.43296,0.063,,,,,0.85,,,
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,0,4.27,,346.43296,,,,,,0.69,,,
CoRoT-19 b,CoRoT-19,0,0.0512,13.339,346.4347,,,1630,6090,1.58,1.18,,4.12,
HD 114729 b,HD 114729,0,2.1,,346.4347,0.17,,,5835,1.55,1.24,,4.15,
HD 185269 b,HD 185269,0,0.08,,346.4347,0.3,,,6048,2,1.57,,4.03,
HD 7449 b,HD 7449,0,2.33,,346.4347,0.8,,,6032.6,1.03,1.12,0.101,4.46,
HIP 91258 b,HIP 91258,0,0.06,,346.4347,0.02,,,5519,0.89,0.97,,4.53,
KPS-1 b,KPS-1,0,0.0269,11.545,346.4347,0,729,1459,5165,0.91,0.89,,4.47,
HD 114783 b,HD 114783,0,1.16,,349.6,0.144,,,5135,,0.85,,,
HD 189733 b,HD 189733,0,0.031,12.3,349.6,0,,1200,,,,,,
Kepler-418 b,Kepler-418,0,,13.45,349.61125,0.2,,,5820,1.09,0.98,,4.35,
HATS-3 b,HATS-3,0,0.04852,15.48,349.613,0.3,,,6351,1.4,1.21,,,
K2-97 b,K2-97,0,,14.684,349.613,,,,4790,4.2,1.16,,3.26,
KOI-12 b,KOI-12,0,0.154,13.787,349.613,0.34,,,,1.4,1.5,,,
Kepler-418 b,Kepler-418,0,,13.451,349.613,,,,6029,1.6,1.29,,,
rho CrB b,rho CrB,1,0.23,,349.613,0.028,,,5777,1.31,1,,,
HD 73534 b,HD 73534,0,3.067,,350,0.074,,,5041,2.39,1.23,0.522,3.78,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,0,2,,350,,,,,,0.47,,,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,0,1.5,,350,,,,,,0.47,,,
HAT-P-6 b,HAT-P-6,0,0.05239,14.908,351.51998,0.044,,,6570,1.46,1.29,,,
HAT-P-6 b,HAT-P-6,0,,,351.83781,0.023,,,,,1.29,,,
HD 52265 b,HD 52265,0,0.506,,352.15387,0.213,,,6057.44,1.38,1.22,,4.24,
WASP-24 b,WASP-24,0,0.03635,14.605,352.47347,,,1772,6107,1.32,1.17,,4.27,
HD 7449 b,HD 7449,0,2.3,,352.776,0.82,,,6024,1.01,1.05,0.083,4.51,
BD+15 2940 b,BD+15 2940,0,0.539,,352.78,0.26,,,4796,14.7,1.1,2.01,2.8,
CoRoT-19 b,CoRoT-19,0,0.0518,14.46,352.78,0.047,,2000,6090,1.65,1.21,0.544,4.07,
HD 9174 b,HD 9174,0,2.2,,352.7913,0.12,,,5577,1.67,1.03,0.382,4.03,
K2-34 b,K2-34,0,,11.994,352.7913,0,,,6132,1.22,0.64,,4.17,
WASP-78 b,WASP-78,0,,21.633,352.7913,0,,,6100,2.46,1.87,,4.1,
HD 73534 b,HD 73534,0,2.99,,353.42696,0.126,,,4917,2.58,1.16,,3.6,
WASP-19 b,WASP-19,0,0.01616,15.637,354.06262,,,2067,5440,1,0.9,,4.39,
HD 220689 b,HD 220689,0,3.396,,355.33394,0.054,,,5921,1.07,1.02,,4.36,
WASP-24 b,WASP-24,0,,,355.65177,0.0033,,,,,1.18,,,
WTS-2 b,WTS-2,0,0.01855,15.278,355.9696,0,,2000,5000,0.75,0.82,,4.6,
HD 14787 b,HD 14787,0,1.7,,356.28743,0.155,,,4946,5.01,1.43,,3.23,
HD 189733 b,HD 189733,0,0.031,12.756,356.92309,0.0039,,,5040,0.76,0.81,,,
WASP-19 b,WASP-19,0,,,356.92309,0.0024,,,,,0.94,,,
HD 52265 b,HD 52265,0,0.49,,359,0.29,,,,,1.13,,,
HD 159243 b,HD 159243,0,0.11,,359.13,0.02,,,6123,1.12,1.12,0.114,4.55,
WASP-95 b,WASP-95,0,0.03416,13.56,359.13,0,,1570,5630,1.13,1.11,,4.38,
CoRoT-1 b,CoRoT-1,0,0.0261,16.589,359.1479,0,,,5950,1.14,1.03,,,
HD 189733 b,HD 189733,0,,12.666,359.1479,0,,,5052,0.75,0.79,,4.49,
HD 231701 b,HD 231701,0,0.567,,359.1479,0.13,,,6101,1.53,1.21,0.47,,
OGLE-TR-10 b,OGLE-TR-10,0,0.0435,14.011,359.1479,0.82,,,5950,1.17,1.14,,,
WASP-47 b,WASP-47,0,0.051,,359.1479,0.026,,1275,5576,1.15,1.03,,4.32,
WASP-7 b,WASP-7,0,,,359.46573,0.034,,,,,1.34,,,
HD 108874 c,HD 108874,0,2.83,,362.00656,0.265,,,5569.95,1.09,1,,4.36,
WASP-47 b,WASP-47,0,0.052,12.89,362.311,0.11,,,5350,1.15,1.08,,,
HD 114386 b,HD 114386,0,1.73,,362.3262,0.23,,,4836,0.76,0.6,,4.45,
HD 189733 b,HD 189733,0,,12.778,362.3262,,,1200,5023,0.78,0.84,-0.461,4.58,
HD 96992 b,HD 96992,0,1.24,,362.3262,0.41,,,4725,7.43,0.96,1.47,2.76,
OGLE-TR-132 b,OGLE-TR-132,0,,13.227,362.3262,,,,6210,1.34,1.26,,4.51,
WASP-19 b,WASP-19,0,,15.805,362.3262,,,2050,5503,1.03,0.97,-0.059,4.4,
WASP-47 b,WASP-47,0,,12.63,363.1,,,,5552,1.14,1.04,,4.34,
HD 189733 b,HD 189733,0,0.03099,12.756,363.582,,,1201,5040,0.76,0.81,-0.48,4.59,
HD 130322 b,HD 130322,0,0.0929,,365.18484,0.015,,,5400.49,0.87,0.93,,4.53,
HD 130322 b,HD 130322,0,0.0925,,365.49,0.029,,,5387,0.85,0.92,,4.52,
HD 189733 b,HD 189733,0,0.0313,14.12,365.49,0,,,5050,0.76,0.82,,4.53,
HD 5319 c,HD 5319,0,2.071,,365.49,0.15,,,4958,3.85,1.51,0.908,3.45,
HD 75784 b,HD 75784,0,1.073,,365.49,0.13,,,4917,3.3,1.41,0.756,3.56,
HD 154345 b,HD 154345,0,,,365.5045,0.038,,,,,0.89,,,
HD 189733 b,HD 189733,0,0.03142,12.902,365.5045,,,1191,5050,0.75,0.84,,4.61,
XO-5 b,XO-5,0,0.0508,12.89,365.5045,,,1244,5510,1.11,1,,4.52,
WASP-19 b,WASP-19,0,0.01652,15.861,366.77398,0.0126,3320,2113,5616,1.01,0.96,-0.043,4.42,
CoRoT-19 b,CoRoT-19,0,0.05166,14.46,367.09365,0.056,,,6090,1.65,1.21,,,
WASP-121 b,WASP-121,0,0.02596,19.649,367.72747,0,,,,1.46,1.36,,,
TrES-2 b,TrES-2,0,,,367.72931,0.0036,,,,,0.94,,,
WASP-19 b,WASP-19,0,0.01649,14.684,367.72931,0.0061,,,5500,0.94,0.96,,,
WASP-4 b,WASP-4,0,,,368.36497,0.0034,,,,,0.92,,,
HD 100777 b,HD 100777,0,1.03,,368.67,0.36,,,5582,,1.01,0.021,4.39,
HD 28254 b,HD 28254,0,2.15,,368.67,0.81,,,5664,1.48,1.06,0.34,4.12,
HD 1605 b,HD 1605,0,1.49,,368.6828,0.08,,,4757,4.33,1.72,,3.4,
HD 52265 b,HD 52265,0,0.5,,368.6828,0.32,,,6117,1.32,1.32,,4.32,
WASP-133 b,WASP-133,0,0.0345,13.563,368.6828,0.17,,1790,5700,1.44,1.16,,4.18,
HD 189733 b,HD 189733,0,,13.63,369.303,,,,4875,0.81,0.85,-0.484,4.56,
HD 189733 b,HD 189733,0,0.03126,,369.63444,0.027,,,5012.5,0.78,0.83,,4.57,
WASP-47 b,WASP-47,0,,12.71,370,,,,5576,1.11,0.98,0.032,4.34,
WASP-19 b,WASP-19,0,0.01653,15.424,370.27195,0.0077,,2058,,0.99,0.97,,,
HD 189733 b,HD 189733,0,0.03106,12.543,370.58978,,356,1209,5050,0.77,0.81,-0.465,4.58,
WASP-19 b,WASP-19,0,0.01655,15.536,371.21,0.0046,,2050,,0.99,0.97,,,
HAT-P-37 b,HAT-P-37,0,0.0379,13.204,371.528,0.058,,1271,5500,0.88,0.93,-0.208,,
HD 189733 b,HD 189733,0,0.031,,371.85924,0.028,,,,,0.84,,,
HD 2685 b,HD 2685,0,0.0568,16.141,371.8611,0.091,,2061,6801,1.56,1.43,0.668,4.21,
OGLE-TR-132 b,OGLE-TR-132,0,0.03029,14.011,371.8611,,,2017,6210,1.37,1.3,,4.28,
OGLE-TR-132 b,OGLE-TR-132,0,0.03026,13.776,371.8611,,,1991,6210,1.34,1.29,,4.3,
WASP-33 b,WASP-33,0,,17.934,371.8611,0,,,7308,1.55,1.85,,4.5,
WASP-4 b,WASP-4,0,0.02287,14.908,371.8611,0.0033,,,5436,0.92,0.89,,,
WASP-82 b,WASP-82,0,,18.159,371.8611,0,,,6480,2.1,1.48,,3.96,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,0,3.04,,372,,,,,,0.63,,,
OGLE-TR-132 b,OGLE-TR-132,0,0.03035,13.45,375.02,,,2013,6210,1.32,1.3,0.371,4.31,
TOI-1181 b,TOI-1181,0,,14.572,375.03752,,,,5990,1.75,1.19,,3.9,
HD 141399 d,HD 141399,0,2.09,,375.0394,0.074,,,5600,,1.07,,4.28,
HD 65216 b,HD 65216,0,1.37,,375.0394,0.41,,,5645,0.88,0.88,,4.49,
KELT-18 b,KELT-18,0,0.0455,17.598,375.0394,0,3152,2085,6670,1.91,1.52,0.813,4.06,
OGLE-TR-56 b,OGLE-TR-56,0,,13.967,375.0394,0,,,5970,1.12,1.1,,4.2,
TOI-157 b,TOI-157,0,0.03138,14.415,375.0394,0,1062,1588,5404,1.17,0.95,0.02,4.28,
